Sicil_ID,Hire Date,Termination Date,Gender,Seniority,Age Range,Education Level,Title,City
M00433,42742,45621,Female,B,25-31,Doctorate,RR,manisa
M00434,43814,45284,Male,B,52+,Associate Degree,YY,kahramanmaraþ
M00435,44218,,Female,G,39-45,Doctorate,YY,yalova
M00436,43192,,Male,F,39-45,Master's Degree,YY,muðla
M00437,43775,,Male,D,52+,Primary School,RR,gaziantep
M00438,44386,,Female,A,52+,Master's Degree,YY,batman
M00439,43382,44211,Female,A,18-24,Bachelor's Degree,TT,eskiþehir
M00440,42526,45512,Female,G,52+,Associate Degree,ZZ,ankara
M00441,42313,,Female,D,39-45,Master's Degree,YY,sinop
M00442,44947,,Female,C,18-24,Doctorate,RR,malatya
M00443,44760,45448,Female,F,25-31,Doctorate,RR,eskiþehir
M00444,43260,43690,Male,E,32-38,High School,YY,diyarbakir
M00445,44536,45088,Female,A,32-38,High School,KK,hatay
M00446,45183,,Female,E,18-24,Doctorate,TT,osmaniye
M00447,43360,,Female,G,39-45,High School,TT,erzurum
M00448,44753,,Male,F,18-24,High School,TT,siirt
M00449,44907,,Male,D,52+,Master's Degree,RR,balikesir
M00450,44127,,Male,C,46-52,High School,XX,izmir
M00451,43423,43903,Male,D,46-52,Master's Degree,PP,batman
M00452,45262,,Male,F,46-52,Associate Degree,XX,nevþehir
M00453,44289,,Female,E,32-38,Doctorate,TT,sakarya
M00454,42183,44909,Male,G,25-31,Associate Degree,KK,erzincan
M00455,43897,44337,Female,E,18-24,Associate Degree,PP,bayburt
M00456,44408,45097,Male,C,46-52,Master's Degree,XX,eskiþehir
M00457,45095,45312,Male,D,32-38,Master's Degree,XX,adana
M00458,44626,,Female,E,46-52,Bachelor's Degree,PP,ankara
M00459,42043,45005,Female,D,46-52,Associate Degree,XX,çankiri
M00460,42211,45154,Male,C,52+,Master's Degree,TT,gümüþhane
M00461,43207,45453,Female,A,32-38,Primary School,TT,yalova
M00462,44836,,Male,F,32-38,Primary School,RR,mersin
M00463,42114,43445,Male,F,52+,High School,ZZ,gümüþhane
M00464,44940,,Female,D,52+,Primary School,YY,osmaniye
M00465,43719,,Female,E,18-24,Associate Degree,YY,kirþehir
M00466,42768,45125,Male,E,18-24,High School,TT,muðla
M00467,42694,,Female,G,39-45,Associate Degree,YY,burdur
M00468,43400,,Female,F,32-38,High School,RR,konya
M00469,44464,44626,Female,F,46-52,Bachelor's Degree,KK,tekirdað
M00470,43295,44246,Male,C,25-31,Primary School,TT,bayburt
M00471,42788,,Female,C,25-31,High School,YY,izmir
M00472,43425,,Female,A,18-24,Associate Degree,KK,kirþehir
M00473,43904,44889,Female,E,18-24,Doctorate,XX,giresun
M00474,43194,,Female,A,39-45,Bachelor's Degree,KK,sinop
M00475,42815,45397,Female,A,52+,Primary School,YY,bilecik
M00476,45334,,Male,F,18-24,Primary School,ZZ,ordu
M00477,44871,,Male,E,39-45,Doctorate,XX,sinop
M00478,44153,,Male,A,32-38,Primary School,YY,sakarya
M00479,43224,45500,Female,G,39-45,Master's Degree,TT,burdur
M00480,42676,44537,Male,C,18-24,Primary School,RR,diyarbakir
M00481,45254,,Female,A,52+,High School,RR,bayburt
M00482,44893,45161,Male,D,52+,Master's Degree,RR,niðde
M00483,44389,,Male,A,52+,Bachelor's Degree,XX,eskiþehir
M00484,42371,43971,Male,D,32-38,Primary School,PP,yalova
M00485,44416,,Male,G,39-45,Bachelor's Degree,TT,van
M00486,44183,45441,Female,E,32-38,High School,RR,bolu
M00487,43369,44324,Male,B,39-45,Associate Degree,XX,hatay
M00488,44102,45594,Female,A,46-52,Doctorate,XX,hatay
M00489,44650,,Female,G,39-45,High School,ZZ,eskiþehir
M00490,42409,,Female,F,32-38,Doctorate,PP,mardin
M00491,42226,44745,Female,E,32-38,Doctorate,YY,kastamonu
M00492,42302,43327,Female,D,52+,High School,PP,erzincan
M00493,42918,,Male,A,52+,Associate Degree,XX,sakarya
M00494,42216,44227,Female,B,32-38,Associate Degree,ZZ,manisa
M00495,43854,,Female,D,18-24,Associate Degree,PP,karaman
M00496,45033,,Female,D,18-24,Master's Degree,XX,aksaray
M00497,43902,,Female,F,46-52,Bachelor's Degree,KK,muðla
M00498,43595,44017,Male,D,52+,Master's Degree,PP,ardahan
M00499,42670,,Female,D,39-45,Bachelor's Degree,TT,erzurum
M00500,44339,45542,Male,E,52+,Doctorate,XX,muþ
M00501,42696,42811,Female,F,25-31,Master's Degree,YY,adana
M00502,42937,,Female,B,18-24,Associate Degree,RR,erzincan
M00503,42254,45141,Male,A,52+,Primary School,YY,erzurum
M00504,45300,,Female,A,18-24,Associate Degree,PP,siirt
M00505,44994,,Female,G,52+,High School,KK,osmaniye
M00506,44570,45075,Male,D,25-31,Bachelor's Degree,KK,karaman
M00507,44774,,Male,E,32-38,Primary School,YY,tokat
M00508,44504,45008,Male,F,46-52,Doctorate,ZZ,ankara
M00509,43149,,Female,A,39-45,Primary School,PP,gümüþhane
M00510,45151,,Male,A,25-31,Primary School,KK,bursa
M00511,44179,44809,Male,A,32-38,Master's Degree,YY,mersin
M00512,45125,,Male,C,46-52,High School,PP,aydin
M00513,42812,45591,Male,D,52+,Primary School,KK,mersin
M00514,43596,44744,Male,A,52+,Primary School,ZZ,kilis
M00515,42521,42968,Female,A,32-38,High School,PP,sakarya
M00516,45349,,Male,F,46-52,High School,KK,elazið
M00517,44349,,Male,G,25-31,Doctorate,XX,sivas
M00518,44015,45587,Male,G,39-45,Doctorate,XX,bayburt
M00519,44478,,Male,E,39-45,Bachelor's Degree,RR,ankara
M00520,43421,45585,Male,D,39-45,Master's Degree,YY,gaziantep
M00521,44670,,Female,B,32-38,High School,TT,çorum
M00522,42809,44727,Female,B,18-24,Associate Degree,RR,burdur
M00523,44156,44858,Male,F,52+,Doctorate,YY,balikesir
M00524,45218,,Female,A,52+,Bachelor's Degree,ZZ,iðdir
M00525,43762,,Male,E,46-52,Primary School,XX,malatya
M00526,45581,,Female,F,52+,High School,ZZ,malatya
M00527,45156,,Male,D,52+,Bachelor's Degree,YY,bursa
M00528,45202,,Male,G,25-31,Master's Degree,RR,muþ
M00529,44762,,Female,D,18-24,High School,RR,amasya
M00530,43235,,Male,C,39-45,Bachelor's Degree,YY,osmaniye
M00531,42888,43678,Female,C,52+,Bachelor's Degree,KK,kirþehir
M00532,43372,45512,Female,C,52+,Master's Degree,XX,bursa
M00533,44949,,Male,F,32-38,Bachelor's Degree,XX,nevþehir
M00534,43070,43663,Male,F,39-45,Bachelor's Degree,YY,rize
M00535,43038,43963,Female,B,39-45,Bachelor's Degree,ZZ,aydin
M00536,45427,,Female,A,32-38,Bachelor's Degree,PP,osmaniye
M00537,44015,,Female,F,46-52,Bachelor's Degree,ZZ,sinop
M00538,42835,,Male,A,46-52,Bachelor's Degree,ZZ,isparta
M00539,44611,,Female,A,18-24,Associate Degree,XX,erzincan
M00540,45016,,Male,F,32-38,Primary School,YY,bayburt
M00541,44592,,Male,G,52+,Primary School,ZZ,van
M00542,43672,,Female,F,25-31,Primary School,XX,tunceli
M00543,42546,,Male,G,25-31,High School,KK,rize
M00544,44628,,Female,D,32-38,Associate Degree,YY,þirnak
M00545,45299,,Female,C,25-31,Associate Degree,TT,gaziantep
M00546,45407,,Male,G,32-38,Associate Degree,PP,niðde
M00547,44666,45477,Female,A,18-24,Bachelor's Degree,RR,bayburt
M00548,45226,,Male,G,52+,Master's Degree,XX,tekirdað
M00549,42283,45550,Female,D,46-52,Master's Degree,XX,bayburt
M00550,43358,,Male,A,46-52,Primary School,KK,malatya
M00551,44248,44781,Male,A,32-38,Doctorate,XX,van
M00552,42956,,Female,C,52+,High School,PP,bolu
M00553,42628,45306,Male,G,39-45,High School,TT,amasya
M00554,44846,,Female,C,18-24,Associate Degree,RR,balikesir
M00555,45520,,Male,F,32-38,Master's Degree,PP,kahramanmaraþ
M00556,45180,,Male,F,25-31,Master's Degree,PP,kilis
M00557,42583,,Female,A,32-38,Associate Degree,RR,trabzon
M00558,44234,45223,Male,A,46-52,Associate Degree,ZZ,samsun
M00559,44684,,Female,B,32-38,Primary School,PP,mardin
M00560,43270,44842,Male,F,32-38,Associate Degree,RR,denizli
M00561,44175,44590,Male,G,32-38,Master's Degree,TT,tekirdað
M00562,42654,43498,Female,E,32-38,High School,RR,bartin
M00563,43837,44465,Female,C,25-31,Associate Degree,YY,gümüþhane
M00564,45621,,Female,F,39-45,Doctorate,KK,izmir
M00565,42410,,Male,E,32-38,High School,YY,bitlis
M00566,44269,44862,Female,D,39-45,Primary School,KK,manisa
M00567,42979,,Male,E,52+,Associate Degree,TT,gümüþhane
M00568,43829,44158,Female,C,32-38,Master's Degree,YY,þanliurfa
M00569,43651,43904,Female,B,46-52,High School,XX,giresun
M00570,43880,44349,Female,E,18-24,Bachelor's Degree,TT,kayseri
M00571,42722,,Male,E,46-52,Bachelor's Degree,KK,isparta
M00572,42080,44514,Female,G,32-38,Master's Degree,XX,manisa
M00573,45422,,Female,C,52+,Doctorate,ZZ,artvin
M00574,44333,45611,Female,F,39-45,High School,PP,yozgat
M00575,43924,44707,Female,F,52+,Associate Degree,YY,bayburt
M00576,43569,,Female,A,18-24,Master's Degree,ZZ,bartin
M00577,43682,44795,Female,C,18-24,High School,TT,samsun
M00578,42332,44133,Male,E,32-38,Associate Degree,KK,kocaeli
M00579,45305,,Female,A,18-24,Master's Degree,YY,yozgat
M00580,43644,44653,Female,B,39-45,Bachelor's Degree,KK,kilis
M00581,44532,,Male,D,25-31,High School,PP,sinop
M00582,44666,45152,Female,C,46-52,Doctorate,RR,ardahan
M00583,45463,,Female,B,46-52,Bachelor's Degree,YY,yalova
M00584,44710,45454,Male,E,18-24,Doctorate,YY,burdur
M00585,45192,,Male,E,52+,Primary School,RR,istanbul
M00586,43384,45493,Female,F,32-38,High School,PP,isparta
M00587,42767,43654,Male,B,25-31,Doctorate,XX,bursa
M00588,42252,44634,Female,B,52+,Associate Degree,KK,kirikkale
M00589,43978,,Male,F,25-31,High School,KK,sivas
M00590,44949,,Female,F,32-38,Associate Degree,XX,burdur
M00591,44094,,Male,G,18-24,Primary School,ZZ,kilis
M00592,43763,,Female,B,25-31,Associate Degree,RR,ordu
M00593,44300,45156,Male,E,32-38,Master's Degree,TT,çorum
M00594,44222,45534,Male,A,52+,High School,XX,aydin
M00595,42076,45029,Female,D,52+,Bachelor's Degree,KK,burdur
M00596,42379,45500,Female,D,32-38,Primary School,ZZ,van
M00597,42209,,Female,E,25-31,Master's Degree,RR,amasya
M00598,44766,,Female,E,46-52,High School,PP,malatya
M00599,42265,,Male,B,18-24,Bachelor's Degree,KK,çankiri
M00600,42831,44398,Female,G,18-24,Doctorate,XX,mardin
M00601,44441,44708,Male,E,39-45,Primary School,KK,niðde
M00602,45457,,Female,A,46-52,Doctorate,XX,samsun
M00603,44879,,Female,E,39-45,Primary School,YY,niðde
M00604,43474,44546,Male,B,39-45,Primary School,KK,kars
M00605,44866,,Female,E,46-52,High School,ZZ,iðdir
M00606,44089,,Male,A,46-52,Doctorate,XX,istanbul
M00607,43615,44286,Male,A,46-52,Bachelor's Degree,TT,uþak
M00608,42099,45403,Male,E,25-31,Bachelor's Degree,RR,kirklareli
M00609,42376,43751,Female,F,32-38,Associate Degree,TT,hatay
M00610,44030,44469,Male,B,46-52,Primary School,ZZ,yozgat
M00611,45621,,Male,B,46-52,High School,ZZ,mardin
M00612,45261,,Female,C,46-52,High School,PP,kayseri
M00613,43186,,Female,G,46-52,High School,XX,ankara
M00614,45464,,Male,E,46-52,Doctorate,RR,ankara
M00615,45003,,Female,B,25-31,Bachelor's Degree,ZZ,diyarbakir
M00616,43344,43683,Female,D,52+,Master's Degree,KK,zonguldak
M00617,44679,,Male,G,46-52,Bachelor's Degree,TT,balikesir
M00618,42869,44711,Female,F,25-31,Primary School,TT,bartin
M00619,42323,43440,Female,G,25-31,Primary School,RR,niðde
M00620,45447,,Male,C,46-52,Bachelor's Degree,TT,mardin
M00621,44496,,Female,D,18-24,Bachelor's Degree,YY,erzurum
M00622,42162,43092,Male,G,32-38,Primary School,ZZ,aydin
M00623,43589,45348,Male,C,18-24,High School,XX,bursa
M00624,44422,45014,Female,G,32-38,Doctorate,RR,bayburt
M00625,43090,44723,Female,E,52+,Associate Degree,RR,kahramanmaraþ
M00626,44050,,Female,C,32-38,Associate Degree,RR,elazið
M00627,43269,44609,Female,F,52+,Primary School,ZZ,sakarya
M00628,44730,45253,Male,A,32-38,Primary School,YY,malatya
M00629,43285,44550,Male,B,39-45,High School,RR,muþ
M00630,43034,45619,Male,E,39-45,Bachelor's Degree,ZZ,rize
M00631,42779,45016,Male,F,52+,Doctorate,YY,adiyaman
M00632,42397,44404,Male,C,32-38,Bachelor's Degree,YY,eskiþehir
M00633,44177,,Male,E,32-38,Doctorate,PP,çanakkale
M00634,44657,,Female,C,52+,High School,KK,hatay
M00635,45612,,Female,D,32-38,High School,RR,aðri
M00636,44686,,Male,G,52+,Master's Degree,ZZ,istanbul
M00637,45238,,Male,C,18-24,Master's Degree,TT,yalova
M00638,43643,,Male,B,52+,Master's Degree,XX,düzce
M00639,44703,45534,Male,D,39-45,Doctorate,ZZ,siirt
M00640,45269,,Female,G,32-38,High School,ZZ,denizli
M00641,44542,,Male,G,52+,Master's Degree,TT,niðde
M00642,45105,,Female,G,25-31,Primary School,TT,tunceli
M00643,42020,44463,Female,G,39-45,Doctorate,ZZ,þirnak
M00644,45134,,Male,D,32-38,Doctorate,XX,balikesir
M00645,44060,,Male,C,18-24,Doctorate,ZZ,siirt
M00646,42551,44166,Female,D,46-52,Doctorate,XX,kars
M00647,44519,,Female,A,52+,High School,PP,kayseri
M00648,42127,45064,Male,C,52+,Doctorate,PP,iðdir
M00649,42414,44225,Female,E,46-52,Master's Degree,KK,van
M00650,45383,,Female,F,52+,Doctorate,YY,istanbul
M00651,43027,,Male,G,18-24,Bachelor's Degree,KK,bursa
M00652,45307,,Female,C,25-31,Doctorate,TT,batman
M00653,43967,44737,Male,A,52+,Primary School,TT,þanliurfa
M00654,45319,,Male,G,32-38,Doctorate,ZZ,burdur
M00655,44632,45488,Female,C,32-38,Master's Degree,PP,elazið
M00656,45388,,Male,C,25-31,Bachelor's Degree,RR,kirklareli
M00657,43394,44286,Male,C,32-38,Master's Degree,XX,yozgat
M00658,42725,43164,Female,G,25-31,Doctorate,PP,ardahan
M00659,43615,,Male,D,52+,High School,RR,osmaniye
M00660,45271,,Female,D,25-31,Bachelor's Degree,KK,van
M00661,42849,43456,Female,D,52+,Master's Degree,ZZ,amasya
M00662,42588,,Male,D,39-45,Associate Degree,TT,þanliurfa
M00663,44788,,Female,G,18-24,Bachelor's Degree,KK,eskiþehir
M00664,44873,,Female,D,39-45,Master's Degree,PP,afyonkarahisar
M00665,42596,44920,Male,C,32-38,High School,XX,van
M00666,42448,44056,Female,G,46-52,Doctorate,PP,kahramanmaraþ
M00667,45380,,Male,G,39-45,Associate Degree,TT,gümüþhane
M00668,45600,,Female,E,52+,Master's Degree,TT,ordu
M00669,45567,,Male,G,46-52,High School,KK,muþ
M00670,45473,,Female,G,32-38,Primary School,XX,balikesir
M00671,43896,,Male,C,32-38,Doctorate,ZZ,bartin
M00672,42751,,Female,F,25-31,Doctorate,XX,amasya
M00673,45565,,Female,A,25-31,Doctorate,XX,adana
M00674,44577,,Female,B,39-45,Bachelor's Degree,YY,erzurum
M00675,43502,44426,Female,F,52+,High School,ZZ,sakarya
M00676,43099,43872,Male,G,32-38,Master's Degree,TT,kirklareli
M00677,44630,,Male,D,32-38,Doctorate,PP,kilis
M00678,43254,44321,Male,B,39-45,Doctorate,YY,mersin
M00679,44008,45046,Female,C,46-52,Bachelor's Degree,XX,isparta
M00680,44099,,Female,D,52+,Doctorate,KK,van
M00681,43627,45003,Female,G,18-24,High School,PP,siirt
M00682,42419,44800,Female,C,25-31,Associate Degree,TT,kayseri
M00683,42444,44103,Male,B,52+,Master's Degree,TT,kirklareli
M00684,43739,,Male,E,52+,Bachelor's Degree,ZZ,edirne
M00685,42534,45414,Male,A,18-24,Master's Degree,TT,muþ
M00686,43813,45030,Female,C,25-31,Bachelor's Degree,XX,siirt
M00687,44595,,Male,F,18-24,Primary School,KK,tokat
M00688,45135,,Male,C,18-24,Master's Degree,KK,malatya
M00689,44207,45327,Female,B,32-38,Master's Degree,YY,mersin
M00690,44278,,Female,D,18-24,Doctorate,KK,siirt
M00691,44440,,Female,B,46-52,Primary School,KK,mardin
M00692,44857,,Female,F,18-24,Primary School,TT,niðde
M00693,43635,44759,Male,D,39-45,Bachelor's Degree,PP,istanbul
M00694,43319,45415,Female,B,18-24,Bachelor's Degree,PP,erzurum
M00695,44823,45633,Female,B,39-45,Associate Degree,KK,konya
M00696,44054,,Female,C,46-52,Associate Degree,YY,tunceli
M00697,44757,45533,Female,G,52+,High School,RR,elazið
M00698,43340,,Female,A,32-38,Primary School,RR,bilecik
M00699,43330,45393,Male,A,39-45,Bachelor's Degree,KK,elazið
M00700,45255,,Female,G,25-31,Doctorate,RR,yalova
M00701,42335,44566,Female,B,52+,Master's Degree,YY,amasya
M00702,43395,,Female,B,32-38,Doctorate,ZZ,mardin
M00703,42164,43210,Male,F,18-24,Bachelor's Degree,XX,istanbul
M00704,45015,,Male,C,18-24,Associate Degree,TT,ordu
M00705,43563,44728,Male,G,25-31,Associate Degree,KK,karaman
M00706,44950,,Female,D,25-31,Master's Degree,RR,kastamonu
M00707,45447,,Male,B,39-45,Master's Degree,XX,osmaniye
M00708,43558,,Male,C,39-45,Bachelor's Degree,ZZ,sivas
M00709,44083,,Female,A,52+,Primary School,RR,batman
M00710,43916,,Female,A,25-31,Master's Degree,PP,düzce
M00711,43269,,Female,A,18-24,Bachelor's Degree,PP,sivas
M00712,42640,45317,Male,G,18-24,Doctorate,RR,þirnak
M00713,42652,44518,Male,C,52+,High School,KK,aðri
M00714,45271,,Female,E,52+,Bachelor's Degree,YY,aksaray
M00715,44338,,Female,G,32-38,Associate Degree,XX,osmaniye
M00716,42361,44374,Male,B,46-52,Doctorate,PP,çorum
M00717,44062,44568,Female,C,25-31,Primary School,KK,çanakkale
M00718,45544,,Female,D,46-52,Doctorate,KK,kocaeli
M00719,42810,,Female,A,52+,Master's Degree,RR,tekirdað
M00720,43121,45257,Female,D,32-38,Associate Degree,KK,aksaray
M00721,42661,,Male,D,52+,Doctorate,TT,malatya
M00722,43516,44337,Male,F,18-24,Bachelor's Degree,XX,hatay
M00723,42554,45064,Male,F,46-52,Bachelor's Degree,RR,kastamonu
M00724,44025,44890,Male,B,39-45,Primary School,TT,kayseri
M00725,43384,44817,Male,G,32-38,High School,ZZ,istanbul
M00726,43468,45638,Female,E,32-38,Associate Degree,TT,rize
M00727,45604,,Female,A,18-24,High School,YY,çorum
M00728,42806,42992,Male,B,39-45,Associate Degree,KK,tokat
M00729,44085,,Female,F,39-45,High School,RR,siirt
M00730,43832,,Male,E,52+,Primary School,ZZ,kahramanmaraþ
M00731,44620,45119,Female,E,46-52,Bachelor's Degree,XX,kirikkale
M00732,43872,44787,Female,A,39-45,Associate Degree,TT,erzincan
M00733,42849,45206,Female,A,18-24,High School,PP,tekirdað
M00734,43494,,Female,A,25-31,Primary School,PP,burdur
M00735,43531,45014,Male,E,46-52,High School,PP,van
M00736,42692,43545,Male,C,39-45,Bachelor's Degree,TT,elazið
M00737,43229,45224,Female,C,18-24,High School,XX,antalya
M00738,43270,,Male,E,52+,Master's Degree,KK,amasya
M00739,45487,,Female,C,52+,Associate Degree,TT,zonguldak
M00740,43391,45247,Female,F,52+,Bachelor's Degree,YY,ankara
M00741,43794,45178,Female,D,25-31,Bachelor's Degree,TT,osmaniye
M00742,42702,43780,Male,D,39-45,Associate Degree,TT,gümüþhane
M00743,43996,45235,Male,F,39-45,Doctorate,RR,uþak
M00744,42935,45591,Female,G,39-45,Associate Degree,TT,trabzon
M00745,45035,45426,Male,B,25-31,Primary School,PP,afyonkarahisar
M00746,43706,44467,Male,B,18-24,High School,XX,çorum
M00747,42620,44610,Male,D,39-45,Primary School,RR,aksaray
M00748,43352,43781,Male,A,25-31,Master's Degree,TT,diyarbakir
M00749,43483,,Female,D,39-45,Primary School,XX,aksaray
M00750,43619,45081,Female,F,25-31,Master's Degree,XX,iðdir
M00751,44501,,Female,B,39-45,Doctorate,XX,bingöl
M00752,42289,44960,Female,E,46-52,Primary School,YY,balikesir
M00753,43875,,Female,A,32-38,Master's Degree,PP,osmaniye
M00754,43791,,Male,G,32-38,Primary School,KK,þanliurfa
M00755,44309,,Female,G,25-31,Bachelor's Degree,YY,kirikkale
M00756,43674,45067,Male,A,32-38,Primary School,KK,kirþehir
M00757,44523,45031,Male,B,52+,Associate Degree,PP,yozgat
M00758,45652,,Male,G,46-52,Bachelor's Degree,PP,kütahya
M00759,43893,45413,Male,A,46-52,Associate Degree,KK,kars
M00760,42460,42973,Male,E,18-24,Doctorate,YY,gaziantep
M00761,44801,,Female,C,32-38,Bachelor's Degree,RR,giresun
M00762,44428,,Male,B,39-45,Master's Degree,XX,antalya
M00763,43089,,Male,E,25-31,Doctorate,YY,bilecik
M00764,44903,,Female,A,32-38,Master's Degree,PP,mersin
M00765,44388,,Male,A,46-52,Master's Degree,ZZ,tekirdað
M00766,43003,45629,Female,C,18-24,Associate Degree,XX,bitlis
M00767,43235,,Male,C,32-38,Bachelor's Degree,RR,trabzon
M00768,44163,,Male,F,52+,Bachelor's Degree,KK,kirklareli
M00769,43168,,Female,A,39-45,Doctorate,ZZ,hakkari
M00770,42650,43145,Male,C,25-31,Primary School,XX,bilecik
M00771,42014,44680,Female,F,46-52,High School,XX,gümüþhane
M00772,44266,44721,Male,D,39-45,High School,KK,muþ
M00773,44373,,Female,D,18-24,Doctorate,RR,eskiþehir
M00774,45530,,Male,D,52+,High School,TT,giresun
M00775,43865,,Male,D,25-31,Associate Degree,PP,kirikkale
M00776,45205,,Male,A,32-38,Master's Degree,YY,kars
M00777,44592,,Male,A,39-45,Master's Degree,KK,çankiri
M00778,43219,45157,Male,F,46-52,High School,ZZ,osmaniye
M00779,44987,,Male,E,18-24,High School,RR,aksaray
M00780,43159,44823,Female,E,25-31,Doctorate,ZZ,tekirdað
M00781,44656,,Male,B,25-31,High School,PP,mardin
M00782,43415,,Male,C,46-52,Associate Degree,PP,erzurum
M00783,43008,45405,Male,D,46-52,Associate Degree,TT,afyonkarahisar
M00784,44915,,Female,A,39-45,High School,TT,yozgat
M00785,43365,,Male,E,39-45,Primary School,ZZ,edirne
M00786,43314,,Female,D,52+,Associate Degree,RR,yalova
M00787,44548,45363,Male,C,25-31,Bachelor's Degree,RR,rize
M00788,42014,42549,Female,B,52+,Doctorate,YY,kastamonu
M00789,45548,,Female,G,46-52,Primary School,TT,iðdir
M00790,42570,44144,Male,G,32-38,High School,KK,denizli
M00791,43929,,Female,F,32-38,Associate Degree,KK,mardin
M00792,44344,,Female,B,52+,Primary School,KK,kars
M00793,45341,,Male,B,32-38,Doctorate,ZZ,yozgat
M00794,44315,45000,Male,D,32-38,Associate Degree,KK,ankara
